"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"msedgewebview2","27","230","2255274061824","27840512","8781824","16048","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\99.0.1150.55\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\nasa_unicodata\AppData\Local\Citrix\SelfService\CitrixWebControlCache\EBWebView"" --webview-exe-name=SelfService.exe --webview-exe-version=22.2.0.4513 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --mojo-platform-channel-handle=1936 --field-trial-handle=1836,i,14078814997189275708,18346850080237303043,131072 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared /prefetch:3","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0.203125","99.0.1150.55","99.0.1150.55","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8912","8",,"False","02/04/2022 06:56:13",,"33524",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16048","16048","8781824","8781824","624320","624320","9666560","9666560","30343168","30343168","2255374725120","516894720","True","Normal","8781824","8781824","msedgewebview2","4095","27",,"System.Diagnostics.ProcessThreadCollection","230","2255274061824","416231424","False",,,,"27840512","27840512",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.1718750","00:00:00.2031250","00:00:00.0312500","0","","True",,
"MsMpEng","0","1209","2206997151744","306728960","367181824","285024",,,,,,,,,,"Process",,,"8",,,,,"6852",".",,,,"285024","285024","367181824","367181824","731888","731888","3363045376","-931921920","2561998848","-1732968448","2207321022464","-292167680",,,"367181824","367181824","MsMpEng",,"0",,"System.Diagnostics.ProcessThreadCollection","1209","2206997151744","-616038400","False",,,,"306728960","306728960",,,,,,"0","","True",,
"NetworkCap","0","199","4386578432","8962048","3371008","13040",,,,,,,,,,"Process",,,"8",,,,,"3452",".",,,,"13040","13040","3371008","3371008","117304","117304","3641344","3641344","12185600","12185600","4393918464","98951168",,,"3371008","3371008","NetworkCap",,"0",,"System.Diagnostics.ProcessThreadCollection","199","4386578432","91611136","False",,,,"8962048","8962048",,,,,,"0","","True",,
"NisSrv","0","373","2203594248192","26103808","15777792","27992",,,,,,,,,,"Process",,,"8",,,,,"11532",".",,,,"27992","27992","15777792","15777792","180904","180904","88924160","88924160","98025472","98025472","2203797229568","479006720",,,"15777792","15777792","NisSrv",,"0",,"System.Diagnostics.ProcessThreadCollection","373","2203594248192","276025344","False",,,,"26103808","26103808",,,,,,"0","","True",,
"Obsidian","27","643","2221571878912","315875328","326598656","28592","C:\Users\nasa_unicodata\AppData\Local\Obsidian\Obsidian.exe","""C:\Users\nasa_unicodata\AppData\Local\Obsidian\Obsidian.exe"" --type=gpu-process --field-trial-handle=1548,3586996528249542060,2566072096770954325,131072 --disable-features=PlzServiceWorker,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --user-data-dir=""C:\Users\nasa_unicodata\AppData\Roaming\obsidian"" --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAANAAAAEAAAAAAAAAABAAAADQAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1580 /prefetch:2","System.Diagnostics.Process (Obsidian)","Obsidian","15.875","0.13.30","0.13.30.0","Obsidian","Obsidian","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9724","10",,"False","02/04/2022 06:52:53",,"1632",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28592","28592","326598656","326598656","960128","960128","754556928","754556928","793837568","793837568","2221908340736","1410248704","True","AboveNormal","326598656","326598656","Obsidian","4095","27",,"System.Diagnostics.ProcessThreadCollection","643","2221571878912","1073786880","False",,,,"315875328","315875328",,"System.Diagnostics.ProcessModule (Obsidian.exe)","00:00:03.2812500","00:00:15.8750000","00:00:12.5937500","0","","True",,
"Obsidian","27","500","2246817181696","185540608","205869056","22000","C:\Users\nasa_unicodata\AppData\Local\Obsidian\Obsidian.exe","""C:\Users\nasa_unicodata\AppData\Local\Obsidian\Obsidian.exe"" --type=renderer --user-data-dir=""C:\Users\nasa_unicodata\AppData\Roaming\obsidian"" --standard-schemes=app --secure-schemes=app --bypasscsp-schemes --cors-schemes --fetch-schemes --service-worker-schemes --streaming-schemes --app-path=""C:\Users\nasa_unicodata\AppData\Local\Obsidian\resources\app.asar"" --no-sandbox --no-zygote --js-flags=""--expose-gc --always_compact"" --field-trial-handle=1548,3586996528249542060,2566072096770954325,131072 --disable-features=PlzServiceWorker,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --mojo-platform-channel-handle=2148 /prefetch:1","System.Diagnostics.Process (Obsidian)","Obsidian","86.078125","0.13.30","0.13.30.0","Obsidian","Obsidian","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10536","8",,"False","02/04/2022 06:52:57",,"1644",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22000","22000","205869056","205869056","545024","545024","279285760","279285760","317239296","317239296","2246896652288","628756480","True","Normal","205869056","205869056","Obsidian","4095","27",,"System.Diagnostics.ProcessThreadCollection","500","2246817181696","549285888","False",,,,"185540608","185540608",,"System.Diagnostics.ProcessModule (Obsidian.exe)","00:00:14.7500000","00:01:26.0781250","00:01:11.3281250","0","","True",,
"Obsidian","27","671","2225360785408","70385664","34971648","29760","C:\Users\nasa_unicodata\AppData\Local\Obsidian\Obsidian.exe","""C:\Users\nasa_unicodata\AppData\Local\Obsidian\Obsidian.exe"" ","System.Diagnostics.Process (explorer)","Obsidian","20.4375","0.13.30","0.13.30.0","Obsidian","Obsidian","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2440","8",,"False","02/04/2022 06:52:53",,"12052",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29760","29760","34971648","34971648","653952","653952","46362624","46362624","88412160","88412160","2229497970688","409944064","True","Normal","34971648","34971648","Obsidian","4095","27",,"System.Diagnostics.ProcessThreadCollection","671","2225360785408","567726080","False",,,,"70385664","70385664",,"System.Diagnostics.ProcessModule (Obsidian.exe)","00:00:11.9531250","00:00:20.4375000","00:00:08.4843750","66806","nasanotes - Obsidian v0.14.2","True",,
"Obsidian","27","275","2220854435840","43110400","13045760","16384","C:\Users\nasa_unicodata\AppData\Local\Obsidian\Obsidian.exe","""C:\Users\nasa_unicodata\AppData\Local\Obsidian\Obsidian.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1548,3586996528249542060,2566072096770954325,131072 --disable-features=PlzServiceWorker,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\nasa_unicodata\AppData\Roaming\obsidian"" --standard-schemes=app --secure-schemes=app --bypasscsp-schemes --cors-schemes --fetch-schemes --service-worker-schemes --streaming-schemes --mojo-platform-channel-handle=1788 /prefetch:8","System.Diagnostics.Process (Obsidian)","Obsidian","0.140625","0.13.30","0.13.30.0","Obsidian","Obsidian","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8404","8",,"False","02/04/2022 06:52:57",,"23324",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16384","16384","13045760","13045760","490088","490088","13987840","13987840","46821376","46821376","2220930981888","432889856","True","Normal","13045760","13045760","Obsidian","4095","27",,"System.Diagnostics.ProcessThreadCollection","275","2220854435840","356343808","False",,,,"43110400","43110400",,"System.Diagnostics.ProcessModule (Obsidian.exe)","00:00:00.0625000","00:00:00.1406250","00:00:00.0781250","0","","True",,
"OfficeClickToRun","0","881","2203609251840","44433408","42352640","30528",,,,,,,,,,"Process",,,"8",,,,,"6200",".",,,,"30528","30528","42352640","42352640","332000","332000","66007040","66007040","87265280","87265280","2203696443392","378220544",,,"42352640","42352640","OfficeClickToRun",,"0",,"System.Diagnostics.ProcessThreadCollection","881","2203609251840","291028992","False",,,,"44433408","44433408",,,,,,"0","","True",,
"OneApp.IGCC.WinService","0","836","5023608832","19558400","48111616","34376",,,,,,,,,,"Process",,,"8",,,,,"6156",".",,,,"34376","34376","48111616","48111616","507256","507256","52199424","52199424","65912832","65912832","5132685312","837718016",,,"48111616","48111616","OneApp.IGCC.WinService",,"0",,"System.Diagnostics.ProcessThreadCollection","836","5023608832","728641536","False",,,,"19558400","19558400",,,,,,"0","","True",,
"OneDrive","27","887","2203755945984","117882880","106414080","48552","C:\Program Files\Microsoft OneDrive\OneDrive.exe","""C:\Program Files\Microsoft OneDrive\OneDrive.exe"" /background","System.Diagnostics.Process (explorer)","Microsoft Corporation","69.265625","22.045.0227.0004","22.045.0227.0004","Microsoft OneDrive","Microsoft OneDrive","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7280","8",,"False","02/04/2022 06:52:48",,"22216",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","48552","48552","106414080","106414080","506176","506176","160985088","160985088","192663552","192663552","2203815415808","497192960","True","Normal","106414080","106414080","OneDrive","4095","27",,"System.Diagnostics.ProcessThreadCollection","887","2203755945984","437723136","False",,,,"117882880","117882880",,"System.Diagnostics.ProcessModule (OneDrive.exe)","00:00:37.2031250","00:01:09.2656250","00:00:32.0625000","0","","True",,
"onenoteim","27","944","2203906121728","2502656","26189824","41944","C:\Program Files\WindowsApps\Microsoft.Office.OneNote_16001.14326.20838.0_x64__8wekyb3d8bbwe\onenoteim.exe","""C:\Program Files\WindowsApps\Microsoft.Office.OneNote_16001.14326.20838.0_x64__8wekyb3d8bbwe\onenoteim.exe"" -ServerName:microsoft.onenoteim.AppXxqb9ypsz6cs1w07e1pmjy4ww4dy9tpqr.mca",,"Microsoft Corporation","0.625","16.0.14326.20836","16.0.14326.20836","OneNote","Microsoft OneNote","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9468","8",,"False","02/04/2022 06:55:15",,"8484",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","41944","41944","26189824","26189824","913656","913656","27897856","27897856","86331392","86331392","2203919753216","601530368","True","Normal","26189824","26189824","onenoteim","4095","27",,"System.Diagnostics.ProcessThreadCollection","944","2203906121728","587898880","False",,,,"2502656","2502656",,"System.Diagnostics.ProcessModule (onenoteim.exe)","00:00:00.3437500","00:00:00.6250000","00:00:00.2812500","133020","OneNote for Windows 10","False",,
"openvpn-gui","27","200","4443770880","13127680","2637824","13048","C:\Program Files\OpenVPN\bin\openvpn-gui.exe","""C:\Program Files\OpenVPN\bin\openvpn-gui.exe","System.Diagnostics.Process (explorer)","OpenVPN GUI","0.0625","11.27.0.0","11.27.0.0","OpenVPN GUI for Windows","OpenVPN GUI","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5364","8",,"False","02/04/2022 06:52:51",,"9720",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13048","13048","2637824","2637824","204016","204016","2830336","2830336","14336000","14336000","4496736256","201768960","True","Normal","2637824","2637824","openvpn-gui","4095","27",,"System.Diagnostics.ProcessThreadCollection","200","4443770880","148803584","False",,,,"13127680","13127680",,"System.Diagnostics.ProcessModule (openvpn-gui.exe)","00:00:00.0625000","00:00:00.0625000","00:00:00","0","","True",,
"openvpnserv","0","114","2203391033344","6012928","1339392","8664",,,,,,,,,,"Process",,,"8",,,,,"6444",".",,,,"8664","8664","1339392","1339392","75624","75624","1507328","1507328","6647808","6647808","2203396276224","78053376",,,"1339392","1339392","openvpnserv",,"0",,"System.Diagnostics.ProcessThreadCollection","114","2203391033344","72810496","False",,,,"6012928","6012928",,,,,,"0","","True",,
"powershell","27","466","2203999547392","49016832","54816768","26608","C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe","C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","1.140625","10.0.22000.184 (WinBuild.160101.0800)","10.0.22000.184","Windows PowerShell","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5268","8",,"False","02/04/2022 06:53:45",,"1312",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26608","26608","54816768","54816768","444568","444568","56446976","56446976","64634880","64634880","2204011630592","693407744","True","Normal","54816768","54816768","powershell","4095","27",,"System.Diagnostics.ProcessThreadCollection","466","2203999547392","681324544","False",,,,"49016832","49016832",,"System.Diagnostics.ProcessModule (powershell.exe)","00:00:00.5937500","00:00:01.1406250","00:00:00.5468750","0","","True",,
"powershell","27","481","2203998490624","49082368","55156736","26336","C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe","C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","1.296875","10.0.22000.184 (WinBuild.160101.0800)","10.0.22000.184","Windows PowerShell","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7444","8",,"False","02/04/2022 06:53:13",,"30752",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26336","26336","55156736","55156736","444568","444568","56901632","56901632","65093632","65093632","2204010639360","692416512","True","Normal","55156736","55156736","powershell","4095","27",,"System.Diagnostics.ProcessThreadCollection","481","2203998490624","680267776","False",,,,"49082368","49082368",,"System.Diagnostics.ProcessModule (powershell.exe)","00:00:00.6562500","00:00:01.2968750","00:00:00.6406250","0","","True",,
"powershell","27","492","2203998474240","48685056","55017472","26336","C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe","C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","0.765625","10.0.22000.184 (WinBuild.160101.0800)","10.0.22000.184","Windows PowerShell","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5444","8",,"False","02/04/2022 06:54:24",,"33316",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26336","26336","55017472","55017472","444552","444552","56885248","56885248","65105920","65105920","2204011081728","692858880","True","Normal","55017472","55017472","powershell","4095","27",,"System.Diagnostics.ProcessThreadCollection","492","2203998474240","680251392","False",,,,"48685056","48685056",,"System.Diagnostics.ProcessModule (powershell.exe)","00:00:00.3437500","00:00:00.7656250","00:00:00.4218750","0","","True",,
"pwsh","27","1915","2204801593344","408768512","340500480","156880","C:\Program Files\PowerShell\7\pwsh.exe","""C:\Program Files\PowerShell\7\pwsh.exe"" -NoProfile -NonInteractive -ExecutionPolicy Bypass -Command ""Import-Module 'c:\Users\nasa_unicodata\.vscode\extensions\ms-vscode.powershell-2021.12.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2021.12.0' -AdditionalModules @('PowerShellEditorServices.VSCode') -BundledModulesPath 'c:\Users\nasa_unicodata\.vscode\extensions\ms-vscode.powershell-2021.12.0\modules' -EnableConsoleRepl -StartupBanner '=====> PowerShell Integrated Console v2021.12.0 <=====
' -LogLevel 'Normal' -LogPath 'c:\Users\nasa_unicodata\.vscode\extensions\ms-vscode.powershell-2021.12.0\logs\1648875266-22b0cb68-64d2-44e0-a8d7-294bdbcb027f1648875263134\EditorServices.log' -SessionDetailsPath 'c:\Users\nasa_unicodata\.vscode\extensions\ms-vscode.powershell-2021.12.0\sessions\PSES-VSCode-23292-730396' -FeatureFlags @() ""","System.Diagnostics.Process (Code)","Microsoft Corporation","50.40625","7.2.2.500","7.2.2 SHA: 9027d1a433831dcabd8e108f65a893bec63b0c1b","pwsh","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","11028","8",,"False","02/04/2022 06:54:27",,"18956",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","156880","156880","340500480","340500480","1057984","1057984","407052288","407052288","482361344","482361344","2204945072128","1626849280","True","Normal","340500480","340500480","pwsh","4095","27",,"System.Diagnostics.ProcessThreadCollection","1915","2204801593344","1483370496","False",,,,"408768512","408768512",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:00:18.5468750","00:00:50.4531250","00:00:31.9062500","67706","Get-Process Help","True",,
"pwsh","27","1168","2204286267392","96673792","105639936","117104","C:\Program Files\PowerShell\7\pwsh.exe","""C:\Program Files\PowerShell\7\pwsh.exe"" -NoProfile -NonInteractive -ExecutionPolicy Bypass -Command ""Import-Module 'c:\Users\nasa_unicodata\.vscode\extensions\ms-vscode.powershell-2021.12.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2021.12.0' -AdditionalModules @('PowerShellEditorServices.VSCode') -BundledModulesPath 'c:\Users\nasa_unicodata\.vscode\extensions\ms-vscode.powershell-2021.12.0\modules' -EnableConsoleRepl -StartupBanner '=====> PowerShell Integrated Console v2021.12.0 <=====
' -LogLevel 'Normal' -LogPath 'c:\Users\nasa_unicodata\.vscode\extensions\ms-vscode.powershell-2021.12.0\logs\1648875195-cb56e658-bb45-4586-9cc5-72368a62a9db1648875181347\EditorServices.log' -SessionDetailsPath 'c:\Users\nasa_unicodata\.vscode\extensions\ms-vscode.powershell-2021.12.0\sessions\PSES-VSCode-23292-975682' -FeatureFlags @() ""","System.Diagnostics.Process (Code)","Microsoft Corporation","21.921875","7.2.2.500","7.2.2 SHA: 9027d1a433831dcabd8e108f65a893bec63b0c1b","pwsh","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1404","8",,"False","02/04/2022 06:53:15",,"24776",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","117104","117104","105639936","105639936","509952","509952","113016832","113016832","164995072","164995072","2204330463232","1012240384","True","Normal","105639936","105639936","pwsh","4095","27",,"System.Diagnostics.ProcessThreadCollection","1168","2204286267392","968044544","False",,,,"96673792","96673792",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:00:03.2187500","00:00:21.9218750","00:00:18.7031250","0","","True",,
"pwsh","27","1160","2204247822336","87109632","86843392","98608","C:\Program Files\PowerShell\7\pwsh.exe","""C:\Program Files\PowerShell\7\pwsh.exe"" -NoProfile -NonInteractive -ExecutionPolicy Bypass -Command ""Import-Module 'c:\Users\nasa_unicodata\.vscode\extensions\ms-vscode.powershell-2021.12.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2021.12.0' -AdditionalModules @('PowerShellEditorServices.VSCode') -BundledModulesPath 'c:\Users\nasa_unicodata\.vscode\extensions\ms-vscode.powershell-2021.12.0\modules' -EnableConsoleRepl -StartupBanner '=====> PowerShell Integrated Console v2021.12.0 <=====
' -LogLevel 'Normal' -LogPath 'c:\Users\nasa_unicodata\.vscode\extensions\ms-vscode.powershell-2021.12.0\logs\1648875231-97b8a313-c31f-444d-ae5a-c7a1ac01b5ab1648875186384\EditorServices.log' -SessionDetailsPath 'c:\Users\nasa_unicodata\.vscode\extensions\ms-vscode.powershell-2021.12.0\sessions\PSES-VSCode-23292-817593' -FeatureFlags @() ""","System.Diagnostics.Process (Code)","Microsoft Corporation","16.0625","7.2.2.500","7.2.2 SHA: 9027d1a433831dcabd8e108f65a893bec63b0c1b","pwsh","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3316","8",,"False","02/04/2022 06:53:52",,"25424",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","98608","98608","86843392","86843392","453168","453168","95236096","95236096","142204928","142204928","2204281057280","962834432","True","Normal","86843392","86843392","pwsh","4095","27",,"System.Diagnostics.ProcessThreadCollection","1160","2204247822336","929599488","False",,,,"87109632","87109632",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:00:02.7812500","00:00:16.0625000","00:00:13.2812500","0","","True",,
"Receiver","27","501","238714880","26374144","10145792","41608","C:\Program Files\WindowsApps\D50536CD.CitrixReceiver_22.2.1.0_x86__hmf6bx7z76t54\VFS\ProgramFilesX86\Citrix\ICA Client\receiver\Receiver.exe","""C:\Program Files\WindowsApps\D50536CD.CitrixReceiver_22.2.1.0_x86__hmf6bx7z76t54\VFS\ProgramFilesX86\Citrix\ICA Client\receiver\Receiver.exe"" -autoupdate -startplugins -disableshowcontrolpanel","System.Diagnostics.Process (concentr)","Citrix Systems, Inc.","9.5625","22.2.0.4510","22.2.0.4510","Citrix Workspace Application","Citrix Workspace","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","11220","8",,"False","02/04/2022 06:52:52",,"23964",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","41608","41608","10145792","10145792","303832","303832","17584128","17584128","41136128","41136128","467398656","467398656","True","Normal","10145792","10145792","Receiver","4095","27",,"System.Diagnostics.ProcessThreadCollection","501","238714880","238714880","False",,,,"26374144","26374144",,"System.Diagnostics.ProcessModule (Receiver.exe)","00:00:05.7187500","00:00:09.5625000","00:00:03.8437500","0","","True",,
"ReceiverProxy","27","287","5055320064","24342528","39784448","19216","C:\Program Files\WindowsApps\D50536CD.CitrixReceiver_22.2.1.0_x86__hmf6bx7z76t54\VFS\ProgramFilesX86\Citrix\ICA Client\ReceiverProxy.exe","""C:\Program Files\WindowsApps\D50536CD.CitrixReceiver_22.2.1.0_x86__hmf6bx7z76t54\VFS\ProgramFilesX86\Citrix\ICA Client\ReceiverProxy.exe"" ","System.Diagnostics.Process (sihost)","organization","0.140625","1.0.0.0","1.0.0.0","ReceiverProxy","ReceiverProxy","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3928","8",,"False","02/04/2022 06:52:51",,"33332",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19216","19216","39784448","39784448","574928","574928","39964672","39964672","30367744","30367744","5061627904","766660608","True","Normal","39784448","39784448","ReceiverProxy","4095","27",,"System.Diagnostics.ProcessThreadCollection","287","5055320064","760352768","False",,,,"24342528","24342528",,"System.Diagnostics.ProcessModule (ReceiverProxy.exe)","00:00:00.0937500","00:00:00.1406250","00:00:00.0468750","0","","True",,
"redirector","27","278","96137216","12693504","2539520","16904","C:\Program Files\WindowsApps\D50536CD.CitrixReceiver_22.2.1.0_x86__hmf6bx7z76t54\VFS\ProgramFilesX86\Citrix\ICA Client\redirector.exe","""C:\Program Files\WindowsApps\D50536CD.CitrixReceiver_22.2.1.0_x86__hmf6bx7z76t54\VFS\ProgramFilesX86\Citrix\ICA Client\redirector.exe""  /startup","System.Diagnostics.Process (ReceiverProxy)","Citrix Systems, Inc.","1.75","22.02.0.15","22.02.0","Citrix FTA, URL Redirector","Citrix Workspace","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5228","8",,"False","02/04/2022 06:52:52",,"8700",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16904","16904","2539520","2539520","182800","182800","3108864","3108864","13557760","13557760","105312256","105312256","True","Normal","2539520","2539520","redirector","4095","27",,"System.Diagnostics.ProcessThreadCollection","278","96137216","96137216","False",,,,"12693504","12693504",,"System.Diagnostics.ProcessModule (redirector.exe)","00:00:01.2968750","00:00:01.7500000","00:00:00.4531250","0","","True",,
"Registry","0","0","166522880","61923328","8339456","15368",,,,,,,,,,"Process",,,"8",,,,,"208",".",,,,"15368","15368","8339456","8339456","329464","329464","144400384","144400384","426258432","426258432","557080576","557080576",,,"8339456","8339456","Registry",,"0",,"System.Diagnostics.ProcessThreadCollection","0","166522880","166522880","False",,,,"61923328","61923328",,,,,,"0","","True",,
"RtkAudUService64","0","513","5168365568","18919424","714907648","27112",,,,,,,,,,"Process",,,"8",,,,,"9852",".",,,,"27112","27112","714907648","714907648","188872","188872","714907648","714907648","45789184","45789184","5168365568","873398272",,,"714907648","714907648","RtkAudUService64",,"0",,"System.Diagnostics.ProcessThreadCollection","513","5168365568","873398272","False",,,,"18919424","18919424",,,,,,"0","","True",,
"RtkAudUService64","27","326","4422885376","11001856","2633728","12424",,,,,,,,,,"Process",,,"8",,,,,"10172",".",,,,"12424","12424","2633728","2633728","187016","187016","4190208","4190208","13856768","13856768","4439379968","144412672",,,"2633728","2633728","RtkAudUService64",,"27",,"System.Diagnostics.ProcessThreadCollection","326","4422885376","127918080","False",,,,"11001856","11001856",,,,,,"0","","True",,
"RtkAudUService64","27","442","4472418304","17743872","5672960","17896","C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_f31d3fd59f245137\RtkAudUService64.exe","""C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_f31d3fd59f245137\RtkAudUService64.exe"" -background","System.Diagnostics.Process (explorer)","Realtek Semiconductor","2.109375","1.0.370.1","1.0.370.1","Realtek HD Audio Universal Service","Realtek HD Audio Universal Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8304","8",,"False","02/04/2022 06:52:47",,"22948",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17896","17896","5672960","5672960","232464","232464","5746688","5746688","19206144","19206144","4477669376","182702080","True","Normal","5672960","5672960","RtkAudUService64","4095","27",,"System.Diagnostics.ProcessThreadCollection","442","4472418304","177451008","False",,,,"17743872","17743872",,"System.Diagnostics.ProcessModule (RtkAudUService64.exe)","00:00:01.9843750","00:00:02.1093750","00:00:00.1250000","0","","True",,
"RuntimeBroker","27","134","2203406323712","8462336","1638400","8560","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.03125","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3464","8",,"False","02/04/2022 06:55:16",,"12308",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8560","8560","1638400","1638400","104432","104432","3215360","3215360","12316672","12316672","2203432525824","114302976","True","Normal","1638400","1638400","RuntimeBroker","4095","27",,"System.Diagnostics.ProcessThreadCollection","134","2203406323712","88100864","False",,,,"8462336","8462336",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.0312500","00:00:00.0312500","00:00:00","0","","True",,
